pid,pid_name
05CA1835,Visual Communication Camera VGP-VCC5 [R5U870]
05CA1836,Visual Communication Camera VGP-VCC4 [R5U870]
05CA1837,Visual Communication Camera VGP-VCC4 [R5U870]
05CA1839,Visual Communication Camera VGP-VCC6 [R5U870]
05CA183A,Visual Communication Camera VGP-VCC7 [R5U870]
05CA183B,Visual Communication Camera VGP-VCC8 [R5U870]
05CA183D,Sony Vaio Integrated Webcam
05CA183E,Visual Communication Camera VGP-VCC9 [R5U870]
05CA1841,Fujitsu F01/ Lifebook U810 [R5U870]
05CA1870,Webcam 1000
05CA18B0,Sony Vaio Integrated Webcam
05CA18B1,Sony Vaio Integrated Webcam
05CA18B3,Sony Vaio Integrated Webcam
05CA18B5,Sony Vaio Integrated Webcam
05CA2201,RDC-7 Camera
05CA2202,Caplio RR30
05CA2203,Caplio 300G
05CA2204,Caplio G3
05CA2205,Caplio RR30 / Medion MD 6126 Camera
05CA2206,Konica DG-3Z
05CA2207,Caplio Pro G3
05CA2208,Caplio G4
05CA2209,Caplio 400G wide
05CA220A,KONICA MINOLTA DG-4Wide
05CA220B,Caplio RX
05CA220C,Caplio GX
05CA220D,Caplio R1/RZ1
05CA220E,Sea & Sea 5000G
05CA220F,Rollei dr5 / Rollei dr5 (PTP mode)
05CA2211,Caplio R1S
05CA2212,Caplio R1v Camera
05CA2213,Caplio R2
05CA2214,Caplio GX 8
05CA2215,DSC 725
05CA2216,Caplio R3
05CA2222,RDC-i500
05CB1483,PV8630 interface (scanners, webcams)
05CC2100,MicroLink ISDN Office
05CC2219,MicroLink ISDN
05CC2265,MicroLink 56k
05CC2267,MicroLink 56k (V.250)
05CC2280,MicroLink 56k Fun
05CC3000,Micolink USB2Ethernet [pegasus]
05CC3100,AirLancer USB-11
05CC3363,MicroLink ADSL Fun
05D10003,Bluetooth Adapter BL-554
05D70099,10Mbps Ethernet [klsi]
05D84001,Artec Ultima 2000
05D84002,Artec Ultima 2000 (GT6801 based)/Lifetec LT9385/ScanMagic 1200 UB Plus Scanner
05D84003,Artec E+ 48U
05D84004,Artec E+ Pro
05D84005,MEM48U
05D84006,TRUST EASY WEBSCAN 19200
05D84007,TRUST 240H EASY WEBSCAN GOLD
05D84008,Trust Easy Webscan 19200
05D84009,Umax Astraslim
05D84013,IT Scan 1200
05D88105,Artec T1 USB TVBOX (cold)
05D88106,Artec T1 USB TVBOX (warm)
05D88107,Artec T1 USB TVBOX with AN2235 (cold)
05D88108,Artec T1 USB TVBOX with AN2235 (warm)
05D88109,Artec T1 USB2.0 TVBOX (cold
05D9A225,A225 Printer
05D9A758,A758 Printer
05D9A794,A794 Printer
05DA0091,ScanMaker X6u
05DA0093,ScanMaker V6USL
05DA0094,Phantom 336CX/C3
05DA0099,ScanMaker X6/X6U
05DA009A,Phantom C6
05DA00A0,Phantom 336CX/C3 (#2)
05DA00A3,ScanMaker V6USL
05DA00AC,ScanMaker V6UL
05DA00B6,ScanMaker V6UPL
05DA00EF,ScanMaker V6UPL
05DA1006,Jenoptik JD350 entrance
05DA1011,NHJ Che-ez! Kiss Digital Camera
05DA1018,Digital Dream Enigma 1.3
05DA1020,Digital Dream l'espion xtra
05DA1025,Take-it Still Camera Device
05DA1026,Take-it
05DA1043,Take-It 1300 DSC Bulk Driver
05DA1045,Take-it D1
05DA1047,Take-it Camera Composite Device
05DA1048,Take-it Q3
05DA1049,3M Still Camera Device
05DA1051,Camcorder Series
05DA1052,Mass Storage Device
05DA1053,Take-it DV Composite Device
05DA1054,Mass Storage Device
05DA1055,Digital Camera Series(536)
05DA1056,Mass Storage Device
05DA1057,Take-it DSC Camera Device(536)
05DA1058,Mass Storage Device
05DA1059,Camcorder DSC Series
05DA1060,Microtek Take-it MV500
05DA2007,ArtixScan DI 1210
05DA200C,1394_USB2 Scanner
05DA200E,ArtixScan DI 810
05DA2017,UF ICE Scanner
05DA201C,4800 Scanner
05DA201D,ArtixScan DI 1610
05DA201F,4800 Scanner-ICE
05DA202E,ArtixScan DI 2020
05DA208B,ScanMaker 6800
05DA208F,ArtixScan DI 2010
05DA209E,ScanMaker 4700LP
05DA20A7,ScanMaker 5600
05DA20B0,ScanMaker X12USL
05DA20B1,ScanMaker 8700
05DA20B4,ScanMaker 4700
05DA20BD,ScanMaker 5700
05DA20C9,ScanMaker 6700
05DA20D2,Microtek ArtixScan 1800f
05DA20D6,PS4000
05DA20DE,ScanMaker 9800XL
05DA20E0,ScanMaker 9700XL
05DA20ED,ScanMaker 4700
05DA20EE,Micortek ScanMaker X12USL
05DA3008,Scanner
05DA300A,4800 ICE Scanner
05DA300B,4800 Scanner
05DA300F,MiniScan C5
05DA3020,4800dpi Scanner
05DA3021,1200dpi Scanner
05DA3022,Scanner 4800dpi
05DA3023,USB1200II Scanner
05DA30C1,USB600 Scanner
05DA30CE,ScanMaker 3800
05DA30CF,ScanMaker 4800
05DA30D4,USB1200 Scanner
05DA30D8,Scanner
05DA30D9,USB2400 Scanner
05DA30E4,ScanMaker 4100
05DA30E5,USB3200 Scanner
05DA30E6,ScanMaker i320
05DA40B3,ScanMaker 3600
05DA40B8,ScanMaker 3700
05DA40C7,ScanMaker 4600
05DA40CA,ScanMaker 3600
05DA40CB,ScanMaker 3700
05DA40DD,ScanMaker 3750i
05DA40FF,ScanMaker 3600
05DA5003,Goya
05DA5013,3200 Scanner
05DA80A3,ScanMaker V6USL (#2)
05DA80AC,ScanMaker V6UL/SpicyU
05DB0003,SUNTAC U-Cable type D2
05DB0005,SUNTAC U-Cable type P1
05DB0009,SUNTAC Slipper U
05DB000A,SUNTAC Ir-Trinity
05DB000B,SUNTAC U-Cable type A3
05DB0011,SUNTAC U-Cable type A4
05DC0001,jumpSHOT CompactFlash Reader
05DC0002,JumpShot
05DC0003,JumpShot
05DC0080,Jumpdrive Secure 64MB
05DC0081,RBC Compact Flash Drive
05DC00A7,JumpDrive Impact
05DC0100,JumpDrive PRO
05DC0200,JumpDrive 2.0 Pro
05DC0300,Jumpdrive Geysr
05DC0301,JumpDrive Classic
05DC0302,JD Micro
05DC0303,JD Micro Pro
05DC0304,JD Secure II
05DC0310,JumpDrive
05DC0311,JumpDrive Classic
05DC0312,JD Micro
05DC0313,JD Micro Pro
05DC0320,JumpDrive
05DC0321,JD Micro
05DC0322,JD Micro Pro
05DC0323,UFC
05DC0330,JumpDrive Expression
05DC0340,JumpDrive TAD
05DC0350,Express Card
05DC0400,UFDC
05DC0401,UFDC
05DC0403,Locked B Device
05DC0405,Locked C Device
05DC0407,Locked D Device
05DC0409,Locked E Device
05DC040B,Locked F Device
05DC040D,Locked G Device
05DC040F,Locked H Device
05DC0410,JumpDrive
05DC0411,JumpDrive
05DC0413,Locked J Device
05DC0415,Locked K Device
05DC0417,Locked L Device
05DC0419,Locked M Device
05DC041B,Locked N Device
05DC041D,Locked O Device
05DC041F,Locked P Device
05DC0420,JumpDrive
05DC0421,JumpDrive
05DC0423,Locked R Device
05DC0425,Locked S Device
05DC0427,Locked T Device
05DC0429,Locked U Device
05DC042B,Locked V Device
05DC042D,Locked W Device
05DC042F,Locked X Device
05DC0431,Locked Y Device
05DC0433,Locked Z Device
05DC4D02,MP3 Player
05DC4D12,MP3 Player
05DC4D30,MP3 Player
05DCA300,JumpDrive2
05DCA400,JumpDrive trade; Pro 40-501
05DCA410,JumpDrive 128MB/256MB
05DCA411,JumpDrive Traveler
05DCA420,JumpDrive Pro
05DCA421,JumpDrive Pro II
05DCA422,JumpDrive Micro Pro
05DCA430,JumpDrive Secure
05DCA431,JumpDrive Secure II
05DCA432,JumpDrive Classic
05DCA440,JumpDrive Lightning
05DCA450,JumpDrive TouchGuard
05DCA460,JD Mercury
05DCA501,JumpDrive Classic
05DCA510,JumpDrive Sport
05DCA530,JumpDrive Expression
05DCA531,JumpDrive Secure II
05DCA560,JumpDrive FireFly
05DCA701,JumpDrive FireFly
05DCA731,JumpDrive FireFly
05DCA790,JumpDrive 2GB
05DCA811,16GB Gizmo!
05DCA813,16gB flash thumb drive
05DCB002,USB CF Reader
05DCB018,Multi-Card Reader
05DCB047,SDHC Reader [RW047-7000]
05DCC753,JumpDrive TwistTurn
05DDFF31,AWU-120
05DDFF32,FriendlyNET AeroLAN AL2011
05DDFF35,PCW 100 - Wireless 802.11b Adapter
05DDFF91,2Wire PC Port Phoneline 10Mbps Adapter
05E00700,Bar Code Scanner (CS1504)
05E00800,Spectrum24 Wireless LAN Adapter
05E01200,Bar Code Scanner
05E01900,SNAPI Imaging Device
05E02000,MC3090 Rugged Mobile Computer
05E0200D,MC70 Rugged Mobile Computer
05E10100,802.11g + Bluetooth Wireless Adapter
05E10408,STK1160 Video Capture Device
05E10500,DC-112X Webcam
05E10501,DC-1125 Webcam
05E10890,STK011 Camera
05E10892,STK013 Camera
05E10895,STK016 Camera
05E10896,STK017 Camera
05E12010,ARCTIC Sound P261 Headphones
05E3000A,Keyboard with PS/2 Port
05E3000B,Mouse
05E30100,Nintendo Game Boy Advance SP
05E30120,Pacific Image Electronics PrimeFilm 1800u slide/negative scanner
05E30131,CF/SM Reader/Writer
05E30142,Multiple Slides Scanner-3600
05E30143,Multiple Frames Film Scanner-36series
05E30180,Plustek Scanner
05E30182,Wize Media 1000
05E30189,ScanJet 4600 series
05E3018A,Xerox 6400
05E30300,GLUSB98PT Parallel Port
05E30301,USB2LPT Cable Release2
05E30406,Hub
05E30501,GL620USB Host-Host interface
05E30502,GL620USB-A GeneLink USB-USB Bridge
05E30503,Webcam
05E30504,HID Keyboard Filter
05E30604,USB 1.1 Hub
05E30605,USB 2.0 Hub
05E30606,USB 2.0 Hub / D-Link DUB-H4 USB 2.0 Hub
05E30607,Logitech G110 Hub
05E30608,USB-2.0 4-Port HUB
05E30610,4-port hub
05E30660,USB 2.0 Hub
05E30700,SIIG US2256 CompactFlash Card Reader
05E30701,USB 2.0 IDE Adapter
05E30702,USB 2.0 IDE Adapter [GL811E]
05E30703,Card Reader
05E30704,Card Reader
05E30705,Card Reader
05E30706,Card Reader
05E30707,Card Reader
05E30708,Card Reader
05E30709,Card Reader
05E3070A,Pen Flash
05E3070B,DMHS1B Rev 3 DFU Adapter
05E3070E,USB 2.0 Card Reader
05E3070F,Pen Flash
05E30710,USB 2.0 33-in-1 Card Reader
05E30711,Card Reader
05E30712,Delkin Mass Storage Device
05E30715,USB 2.0 microSD Reader
05E30716,USB 2.0 Multislot Card Reader/Writer
05E30717,All-in-1 Card Reader
05E30718,IDE/SATA Adapter
05E30719,SATA adapter
05E30723,GL827L SD/MMC/MS Flash Card Reader
05E30726,SD Card Reader
05E30727,microSD Reader/Writer
05E30736,microSD Reader/Writer
05E30760,USB 2.0 Card Reader/Writer
05E30761,Genesys Mass Storage Device
05E30780,USBFS DFU Adapter
05E307A0,Pen Flash
05E30880,Wasp (SL-6612)
05E30927,Card Reader
05E31205,Afilias Optical Mouse H3003 / Trust Optical USB MultiColour Mouse MI-2330
05E3A700,Pen Flash
05E3F102,VX7012 TV Box
05E3F103,VX7012 TV Box
05E3F104,VX7012 TV Box
05E3FD21,3M TL20 Temperature Logger
05E3FE00,Razer Mouse
05E90008,KL5KUSB101B Ethernet [klsi]
05E90009,Sony 10Mbps Ethernet [pegasus]
05E9000C,USB-to-RS-232
05E9000D,USB-to-RS-232
05E90014,RS-232 J104
05E90040,Ethernet Adapter
05E92008,Ethernet Adapter
05EF020A,Top Shot Pegasus Joystick
05EF8884,Mag Turbo Force Wheel
05EF8888,Top Shot Force Feedback Racing Wheel
05F00101,DA-Port DAC
05F20010,AQ Mouse
05F30007,Kinesis Advantage PRO MPC/USB Keyboard
05F30081,Kinesis Integrated Hub
05F300FF,VEC Footpedal
05F3020B,PS2 Adapter
05F30232,X-Keys Switch Interface, Programming Mode
05F30261,X-Keys Switch Interface, SPLAT Mode
05F30264,X-Keys Switch Interface, Composite Mode
05F91104,Magellan 2200VS
05F92206,Datalogic Gryphon GFS4170
05F92602,Datalogic Magellan 1100i Barcode Scanner
05F95204,Datalogic Gryphon GFS4170 (config mode)
05FA3301,Keyboard with PS/2 Mouse Port
05FA3302,Keyboard
05FA3303,Keyboard with PS/2 Mouse Port
05FC7849,Harman/Kardon SoundSticks
05FD0239,SV-239 HammerHead Digital
05FD0251,Raider Pro
05FD0253,ProPad 8 Digital
05FD0286,SV-286 Cyclone Digital
05FD107A,PowerPad Pro X-Box pad
05FD262A,3dfx HammerHead FX
05FD262F,HammerHead Fx
05FDDAAE,Game Shark
05FE0001,Mouse
05FE0003,Cypress USB Mouse
05FE0005,Viewmaster 4D Browser Mouse
05FE0007,Twinhead Mouse
05FE0009,Inland Pro 4500/5000 Mouse
05FE0011,Browser Mouse
05FE0014,Gamepad
05FE1010,Optical Wireless
06010003,Internet Security Co., Ltd. SecureKey
06021001,ViCam Webcam
060300F1,Keyboard
06036871,Mouse
0609031D,eHome Infrared Receiver
06090322,eHome Infrared Receiver
06090334,eHome Infrared Receiver
0609FF12,SMK Bluetooth Device
060B0001,MacAlly Keyboard
060B0230,KSK-8003 UX Keyboard
060B1006,Japanese Keyboard - 260U
060B2101,Keyboard
060B2231,KSK-6001 UELX Keyboard
060B2270,Gigabyte K8100 Aivia Gaming Keyboard
060B5811,ACK-571U Wireless Keyboard
060B5903,Japanese Keyboard - 595U
060B6001,SolidTek USB 2p HUB
060B6002,SolidTek USB Keyboard
060B6003,Japanese Keyboard - 600HM
060B6231,Thermaltake eSPORTS Meka Keyboard
060B8007,P-W1G1F12 VER:1 [Macally MegaCam]
060BA001,Maxwell Compact Pc PM3
06180101,Mouse
06190101,SLP-100 Driver
06190102,SLP-200 Driver
06190103,SLP-100N Driver
06190104,SLP-200N Driver
06190105,SLP-240 Driver
06190501,SLP-440 Driver
06190502,SLP-450 Driver
061A0110,5thSense Fingerprint Sensor
061A0200,FPS200 Fingerprint Sensor
061A8200,VKI-A Fingerprint Sensor/Flash Storage (dumb)
061A9200,VKI-B Fingerprint Sensor/Flash Storage (smart)
061DC020,SSU-100
061E0001,nissei 128DE-USB -
061E0010,nissei 128DE-PNA -
06200004,QuickVideo weeCam
06200007,QuickVideo weeCam
0620000A,QuickVideo weeCam
0620000B,QuickVideo weeCam
06240294,Dell 03R874 KVM dongle
06240402,Cisco Virtual Keyboard and Mouse
06240403,Cisco Virtual Mass Storage
062A0000,Optical mouse
062A0001,Notebook Optical Mouse
062A0102,Wireless Keyboard/Mouse Combo [MK1152WC]
062A0201,Defender Office Keyboard (K7310) S Zodiak KM-9010
062A0252,Emerge Uni-retractable Laser Mouse
062A3286,Nano Receiver [Sandstrom Laser Mouse SMWLL11]
062A6301,Trust Wireless Optical Mouse MI-4150K
062A9003,VoIP Conference Hub (A16GH)
062A9004,USR9602 USB Internet Mini Phone
06340655,Embedded Mass Storage Drive [RealSSD]
06360003,Vivicam 35Xx
06380268,iVina 1200U Scanner
0638026A,Minolta Dimage Scan Dual II AF-2820U (2886)
06380A10,iVina FB1600/UMAX Astra 4500
06380A13,AV600U
06380A15,Konica Minolta SC-110
06380A16,Konica Minolta SC-215
06380A30,UMAX Astra 6700 Scanner
06380A41,Avision AM3000/MF3000 Series
06380F01,fi-4010CU
06384004,Minolta Dimage Scan Elite II AF-2920 (2888)
06400026,LPC-Stick
06440000,Floppy
06440200,All-In-One Multi-Card Reader CA200/B/S
06441000,CD-ROM Drive
0644800D,TASCAM Portastudio DP-01FX
0644800E,TASCAM US-122L
06448021,TASCAM US-122mkII
0644D001,CD-R/RW Unit
0644D002,CD-R/RW Unit
0644D010,CD-RW/DVD Unit
06470100,ARC SpectraPro UV/VIS/IR Monochromator/Spectrograph
06470101,ARC AM-VM Mono Airpath/Vacuum Monochromator/Spectrograph
06470102,ARC Inspectrum Mono
06470103,ARC Filterwheel
064703E9,Inspectrum 128x1024 F VIS Spectrograph
064703EA,Inspectrum 256x1024 F VIS Spectrograph
064703EB,Inspectrum 128x1024 B VIS Spectrograph
064703EC,Inspectrum 256x1024 B VIS Spectrograph
064B0165,Blackfin 535 [ADZS HPUSB ICE]
064EA100,Acer OrbiCam
064EA101,Acer CrystalEye Webcam
064EA102,Acer/Lenovo Webcam [CN0316]
064EA103,Acer/HP Integrated Webcam [CN0314]
064EA110,HP Webcam
064EA114,Lemote Webcam
064EA136,Asus Integrated Webcam [CN031B]
064EA219,1.3M WebCam (notebook emachines E730, Acer sub-brand)
064EC107,HP webcam [dv6-1190en]
064ED101,Acer CrystalEye Webcam
064EE201,Lenovo Integrated Webcam
064EE203,Lenovo Integrated Webcam
064EE258,HP TrueVision HD Integrated Webcam
064EF102,Lenovo Integrated Webcam [R5U877]
064EF103,Lenovo Integrated Webcam [R5U877]
064EF300,UVC 0.3M Webcam
064F03E9,CmStick (article no. 1001)
064F03F2,CmStick/M (article no. 1010)
064F03F3,CmStick/M (article no. 1011)
064F0BD7,BOX/U
064F0BD8,BOX/RU
06540005,Device Bay Controller
06540006,Hub
06540007,Device Bay Controller
06540016,Hub
065A0001,Barcode scanner / NLV-1001 (keyboard mode)
065A0009,NLV-1001 (serial mode) / OPN-2001 [Opticon]
06630103,CobraPad
06640301,Groovy Technology Corp. GTouch Touch Screen
06640302,Groovy Technology Corp. GTouch Touch Screen
06640303,Groovy Technology Corp. GTouch Touch Screen
06640304,Groovy Technology Corp. GTouch Touch Screen
06640305,Groovy Technology Corp. GTouch Touch Screen
06640306,Groovy Technology Corp. GTouch Touch Screen
06640307,Groovy Technology Corp. GTouch Touch Screen
06640309,Groovy Technology Corp. GTouch Touch Screen
06655161,USB to Serial
06670FA1,TD-U8000 Tape Drive
066B0105,SCM eUSB SmartMedia Card Reader
066B010A,Melco MCR-U2 SmartMedia / CompactFlash Reader
066B200C,USB10TX
066B2202,USB10TX Ethernet [pegasus]
066B2203,USB100TX Ethernet [pegasus]
066B2204,USB100TX HomePNA Ethernet [pegasus]
066B2206,USB Ethernet [pegasus]
066B2207,HomeLink Phoneline 10M Network Adapter
066B2211,WUSB11 802.11b Adapter
066B2212,WUSB11v2.5 802.11b Adapter
066B2213,WUSB12v1.1 802.11b Adapter
066B2219,Instant Wireless Network Adapter
066B400B,USB10TX
066F003B,MP3 Player
066F003E,MP3 Player
066F003F,MP3 Player
066F0040,MP3 Player
066F0041,MP3 Player
066F0042,MP3 Player
066F0043,MP3 Player
066F004B,A-Max PA11 MP3 Player
066F3400,STMP3400 D-Major MP3 Player
066F3410,STMP3410 D-Major MP3 Player
066F3500,Player Recovery Device
066F3780,STMP3780/i.MX23 SystemOnChip in RecoveryMode
066F4200,STIr4200 IrDA Bridge
066F4210,STIr4210 IrDA Bridge
066F8000,MSCN MP3 Player
066F8001,SigmaTel MSCN Audio Player
066F8004,MSCNMMC MP3 Player
066F8008,i-Bead 100 MP3 Player
066F8020,MP3 Player
066F8034,MP3 Player
066F8036,MP3 Player
066F8038,MP3 Player
066F8056,MP3 Player
066F8060,MP3 Player
066F8066,MP3 Player
066F807E,MP3 Player
066F8092,MP3 Player
066F8096,MP3 Player
066F809A,MP3 Player
066F80AA,MP3 Player
066F80AC,MP3 Player
066F80B8,MP3 Player
066F80BA,MP3 Player
066F80BC,MP3 Player
066F80BF,MP3 Player
066F80C5,MP3 Player
066F80C8,MP3 Player
066F80CA,MP3 Player
066F80CC,MP3 Player
066F8104,MP3 Player
066F8106,MP3 Player
066F8108,MP3 Player
066F810A,MP3 Player
066F810C,MP3 Player
066F8122,MP3 Player
066F8124,MP3 Player
066F8126,MP3 Player
066F8128,MP3 Player
066F8134,MP3 Player
066F8136,MP3 Player
066F8138,MP3 Player
066F813A,MP3 Player
066F813E,MP3 Player
066F8140,MP3 Player
066F8142,MP3 Player
066F8144,MP3 Player
066F8146,MP3 Player
066F8148,MP3 Player
066F814C,MP3 Player
066F8201,MP3 Player
066F8202,Jens of Sweden / I-BEAD 150M/150H MP3 player
066F8203,MP3 Player
066F8204,MP3 Player
066F8205,MP3 Player
066F8206,Digital MP3 Music Player
066F8207,MP3 Player
066F8208,MP3 Player
066F8209,MP3 Player
066F820A,MP3 Player
066F820B,MP3 Player
066F820C,MP3 Player
066F820D,MP3 Player
066F820E,MP3 Player
066F820F,MP3 Player
066F8210,MP3 Player
066F8211,MP3 Player
066F8212,MP3 Player
066F8213,MP3 Player
066F8214,MP3 Player
066F8215,MP3 Player
066F8216,MP3 Player
066F8217,MP3 Player
066F8218,MP3 Player
066F8219,MP3 Player
066F821A,MP3 Player
066F821B,MP3 Player
066F821C,MP3 Player
066F821D,MP3 Player
066F821E,MP3 Player
066F821F,MP3 Player
066F8220,MP3 Player
066F8221,MP3 Player
066F8222,MP3 Player
066F8223,MP3 Player
066F8224,MP3 Player
066F8225,MP3 Player
066F8226,MP3 Player
066F8227,MP3 Player
066F8228,MP3 Player
066F8229,MP3 Player
066F8230,MP3 Player
066F829C,MP3 Player
066F82E0,MP3 Player
066F8320,TrekStor i.Beat fun
066F835D,MP3 Player
066F9000,MP3 Player
066F9001,MP3 Player
066F9002,MP3 Player
06700001,Calibrator
06700005,Enable Cable
06721041,LCS1040 Speaker System
06725000,SpaceBall 4000 FLX
06735000,Keyboard
06750110,Vigor 128 ISDN TA
06750530,Vigor530 IEEE 802.11G Adapter (ISL3880+NET2280)
06750550,Vigor550
06751688,miniVigor 128 ISDN TA
06756694,USB ISDN TA
067707D5,TM-ED1285(USB)
06770FA1,TD-U8000 Tape Drive
067B0000,PL2301 USB-USB Bridge
067B0001,PL2302 USB-USB Bridge
067B0307,Motorola Serial Adapter
067B04BB,PL2303 Serial (IODATA USB-RSAQ2)
067B0600,IDE Bridge
067B0610,Onext EG210U MODEM
067B0611,AlDiga AL-11U Quad-band GSM/GPRS/EDGE modem
067B2303,PL2303 Serial Port
067B2305,PL2305 Parallel Port
067B2306,Raylink Bridge Controller
067B2307,PL2307 USB-ATAPI4 Bridge
067B2313,FITEL PHS U Cable Adaptor
067B2315,Flash Disk Embedded Hub
067B2316,Flash Disk Security Device
067B2317,Mass Storage Device
067B2501,PL2501 USB-USB Bridge (USB 2.0)
067B2506,Kaser 8gB micro hard drive
067B2507,PL2507 Hi-speed USB to IDE bridge controller
067B2515,Flash Disk Embedded Hub
067B2517,Flash Disk Mass Storage Device
067B2528,Storage device (8gB thumb drive)
067B25A1,PL25A1 Host-Host Bridge
067B3400,Hi-Speed Flash Disk with TruePrint AES3400
067B3500,Hi-Speed Flash Disk with TruePrint AES3500
067B3507,PL3507 ATAPI6 Bridge
067BAAA0,Prolific Pharos
067BAAA2,PL2303 Serial Adapter (IODATA USB-RSAQ3)
067C1001,Siemens SpeedStream 100MBps Ethernet
067C1022,Siemens SpeedStream 1022 802.11b Adapter
067C1023,SpeedStream Wireless
067C4020,SpeedStream 4020 ATM/ADSL Installer
067C4031,Efficient ADSL Modem
067C4032,SpeedStream 4031 ATM/ADSL Installer
067C4033,SpeedStream 4031 ATM/ADSL Installer
067C4060,Alcatel Speedstream 4060 ADSL Modem
067C4062,Efficient Networks 4060 Loader
067C5667,Efficient Networks Virtual Bus for ADSL Modem
067CC031,SpeedStream 4031 ATM/ADSL Installer
067CC032,SpeedStream 4031 ATM/ADSL Installer
067CC033,SpeedStream 4031 ATM/ADSL Installer
067CC060,SpeedStream 4060 Miniport ATM/ADSL Adapter
067CD667,Efficient Networks Virtual Bus for ADSL Modem
067CE240,Speedstream Ethernet Adapter E240
067CE540,Speedstream Ethernet Adapter E240
067E0801,HID Keyboard, Barcode scanner
067E0803,VCP, Barcode scanner
067E0805,VCP + UVC, Barcode scanner
067E1001,Mobile Computer
067F4552,DSL-200 ADSL Modem
067F6542,DSL Modem
067F6549,DSL Modem
067F7541,DSL Modem
06800002,Arowana Optical Wheel Mouse MSOP-01
06810001,Dect Base
06810002,Gigaset 3075 Passive ISDN
06810005,ID-Mouse with Fingerprint Reader
06810012,I-Gate 802.11b Adapter
0681001B,WLL013
0681001D,Hipath 1000
06810022,Gigaset SX353 ISDN
06810026,DECT Data - Gigaset M34
0681002B,A-100-I ADSL Modem
0681002E,ADSL Router_S-141
06810034,GSM module MC35/ES75 USB Modem
06813C06,54g USB Network Adapter
06857000,HSDPA Modem
06862001,PagePro 4110W
06862004,PagePro 1200W
06862005,Magicolor 2300 DL
06863001,PagePro 4100
06863005,PagePro 1250E
06863006,PagePro 1250W
06863009,Magicolor 2300W
0686300B,PagePro 1350W
0686300C,PagePro 1300W
0686302E,Develop D 1650iD PCL
06863034,Develop D 2050iD PCL
06864001,Dimage 2300
06864003,Dimage 2330 Zoom Camera
06864004,Dimage Scan Elite II AF-2920 (2888)
06864005,Minolta DiMAGE E201 Mass Storage Device
06864006,Dimage 7 Camera
06864007,Dimage S304 Camera
06864008,Dimage 5 Camera
06864009,Dimage X Camera
0686400A,Dimage S404 Camera
0686400B,Dimage 7i Camera
0686400C,Dimage F100 Camera
0686400D,Dimage Scan Dual III AF-2840 (2889)
0686400E,Dimage Scan Elite 5400 (2890)
0686400F,Dimage 7Hi Camera
06864010,Dimage Xi Camera
06864011,Dimage F300 Camera
06864012,Dimage F200 Camera
06864014,Dimage S414 Camera
06864015,Dimage XT Camera [storage]
06864016,Dimage XT Camera [remote mode]
06864017,Dimage E223
06864018,Dimage Z1  Camera
06864019,Dimage A1 Camera [remote mode]
0686401A,Dimage A1 Camera [storage]
0686401C,Dimage X20 Camera
0686401E,Dimage E323 Camera
068E00D3,OEM 3 axis 5 button joystick
068E00E2,HFX OEM Joystick
068E00F1,Pro Throttle
068E00F2,Flight Sim Pedals
068E00F3,Fighterstick
068E00F4,Combatstick
068E00FA,Flight Sim Pedals
068E00FF,Flight Sim Yoke
068E0500,GameStick 3D
068E0501,CH Pro Pedals
068E0504,F-16 Combat Stick
06930002,FlashGate SmartMedia Card Reader
06930003,FlashGate CompactFlash Card Reader
06930005,FlashGate
06930006,SM PCCard R/W and SPD
06930007,FlashGate ME (Authenticated)
0693000A,SDCard/MMC Reader/Writer
06940001,Mindstorms Tower
06940002,Mindstorms NXT
06981786,1300ex Monitor
06982003,CTX M730V built in Camera
06989999,VLxxxx Monitor+Hub
069A0001,VC010 Webcam [pwc]
069A0303,Cable Modem
069A0311,ADSL Router Remote NDIS Device
069A0318,Remote NDIS Device
069A0319,220V Remote NDIS Device
069A0320,IEEE 802.11b Wireless LAN Card
069A0321,Dynalink WLL013 / Compex WLU11A 802.11b Adapter
069A0402,Scientific Atlanta WebSTAR 100 & 200 series Cable Modem
069A0811,BT Virtual Bus for Helium
069A0821,BT Voyager 1010 802.11b Adapter
069A4402,Scientific Atlanta WebSTAR 2000 series Cable Modem
069A4403,Scientific Atlanta WebSTAR 300 series Cable Modem
069A4501,Scientific-Atlanta WebSTAR 2000 series Cable Modem
069B0704,DCM245 Cable Modem
069B0705,THG540K Cable Modem
069B0709,Lyra PDP2424
069B070C,MP3 Player
069B070D,MP3 Player
069B070E,MP3 Player
069B070F,RCA Lyra RD1071 MP3 Player
069B0731,Lyra M200E256
069B0761,RCA H100A
069B0778,PEARL USB Device
069B2220,RCA Kazoo RD1000 MP3 Player
069B300A,RCA Lyra MP3 Player
069B3012,MP3 Player
069B3013,MP3 Player
069B5557,RCA CDS6300
069D0001,Satellite Receiver Device
069D0002,Satellite Device
069E0005,Marx CryptoBox v1.2
069F0010,Tornado Speakerphone FaxModem 56.0
069F0011,Tornado Speakerphone FaxModem 56.0
069F1000,ADT VvBus for CopperJet
069F1004,CopperJet 821 RouterPlus
06A20033,USB Mouse
06A30006,Cyborg Gold Joystick
06A30109,P880 Pad
06A30160,ST290 Pro
06A30200,Xbox Adrenalin Hub
06A30241,Xbox Adrenalin Gamepad
06A30255,X52 Flight Controller
06A3040B,P990 Dual Analog Pad
06A3040C,P2900 Wireless Pad
06A30422,ST90 Joystick
06A30460,ST290 Pro Flight Stick
06A30463,ST290
